,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,REACT,Drugs and supplies,Drugs effectively used,x,Cost per package (2 package per person per round)=2-<8,current,Financial,100%,27,26.60,26.60,1.0,22.1,gamma,16,1.6625,6.7,26.60,,0,1,0,0.02,0.00,0.00,0.00,0.00,,0,1,0,-0.09,0.00,0.00,0.00,0.00,,0,1,0,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,REACT,Drugs and supplies,Drugs effectively used,x,Cost per package (2 package per person per round)=8-<12,current,Financial,100%,42,41.80,41.80,1.0,34.4,gamma,16,2.6125,10.5,41.80,,0,1,0,0.06,0.00,0.00,0.00,0.00,,0,1,0,0.03,0.00,0.00,0.00,0.00,,"8,000",1,"8,000",-0.03,"7,760.00","8,000.00","332,855.50","8,759.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,REACT,Drugs and supplies,Drugs effectively used,x,Cost per package (2 package per person per round)=12-max (90%),current,Financial,100%,57,57.00,57.00,1.0,65.8,gamma,16,3.5625,14.3,57.00,,0,1,0,-0.03,0.00,0.00,0.00,0.00,,0,1,0,0.03,0.00,0.00,0.00,0.00,,0,1,0,0.01,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,REACT,Drugs and supplies,Drugs effectively used,x,Cost per package (2 package per person per round)=12-max (10%),current,Financial,100%,73,72.58,72.58,1.0,70.5,gamma,16,4.53625,18.1,72.58,,0,1,0,-0.07,0.00,0.00,0.00,0.00,,0,1,0,0.01,0.00,0.00,0.00,0.00,,0,1,0,-0.10,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,REACT,Drugs and supplies,MDA Kit material - quantity used every 2 round,x,(MDA kit material) RDTs,current,Financial,100%,35,34.65,34.65,1.0,32.0,gamma,16,2.16565349544073,8.7,34.65,,0,1,0,0.00,0.00,0.00,0.00,0.00,,0,1,0,-0.03,0.00,0.00,0.00,0.00,,"10,000",1,"10,000",0.06,"10,600.00","10,000.00","344,904.15","9,076.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,REACT,Drugs and supplies,MDA Kit material - quantity used every 2 round,x,(MDA kit material) Gloves,current,Financial,100%,282,282.14,282.14,1.0,435.2,gamma,16,17.6337078651685,70.5,282.14,,0,1,0,-0.10,0.00,0.00,0.00,0.00,,0,1,0,0.06,0.00,0.00,0.00,0.00,,200,1,200,0.02,204.00,200.00,"56,167.24","1,478.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,REACT,Drugs and supplies,MDA Kit material - quantity used every 2 round,x,(MDA kit material) Safety Boxes,current,Financial,100%,76,76.00,76.00,1.0,75.6,gamma,16,4.75,19.0,76.00,,0,1,0,0.05,0.00,0.00,0.00,0.00,,0,1,0,0.04,0.00,0.00,0.00,0.00,,70,1,70,0.08,75.60,70.00,"5,295.43",139.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,REACT,Drugs and supplies,MDA Kit material - quantity used every 2 round,x,(MDA kit material) Pregnancy Tests,current,Financial,100%,57,57.00,57.00,1.0,60.6,gamma,16,3.5625,14.3,57.00,,0,1,0,0.06,0.00,0.00,0.00,0.00,,0,1,0,-0.04,0.00,0.00,0.00,0.00,,"3,000",1,"3,000",0.03,"3,090.00","3,000.00","170,210.20","4,479.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,REACT,Drugs and supplies,MDA Kit material - quantity used every 2 round,x,(MDA kit material) NIDAs,current,Financial,100%,1,1.00,1.00,1.0,1.0,gamma,16,0.0625,0.3,1.00,,0,1,0,0.09,0.00,0.00,0.00,0.00,,0,1,0,-0.07,0.00,0.00,0.00,0.00,,0,1,0,-0.05,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,REACT,Drugs and supplies,MDA Kit material - quantity used every 2 round,x,(MDA kit material) Coartem,current,Financial,100%,105,104.88,104.88,1.0,65.5,gamma,16,6.555,26.2,104.88,,0,1,0,0.03,0.00,0.00,0.00,0.00,,0,1,0,0.02,0.00,0.00,0.00,0.00,,"3,000",1,"3,000",-0.06,"2,820.00","3,000.00","313,186.77","8,241.76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,REACT,Drugs and supplies,MDA Kit material - quantity used every 2 round,x,(MDA kit material) Toolboxes,current,Financial,100%,"1,708","1,707.87","1,707.87",1.0,"1,660.8",gamma,16,106.741573033708,427.0,"1,707.87",,0,1,0,0.08,0.00,0.00,0.00,0.00,,0,1,0,-0.10,0.00,0.00,0.00,0.00,,50,1,50,0.10,55.00,50.00,"84,998.85","2,236.81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,REACT,Training and supervision,Formação só REACT (sem ter em conta a digitação dados) - a se fazer 2 vezes/ano,x,REACT training,current,Financial,100%,"15,200","15,200.00","15,200.00",1.0,"14,123.4",gamma,16,950,"3,800.0","15,200.00",,0,1,0,0.08,0.00,0.00,0.00,0.00,,0,1,0,0.09,0.00,0.00,0.00,0.00,,1,2,2,0.09,1.09,2.00,"30,259.59",796.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,REACT,Office material,REACT office material (per year),x,IC copies ,current,Financial,100%,1,0.57,0.57,1.0,0.7,gamma,16,0.035492654508612,0.1,0.57,,0,1,0,0.07,0.00,0.00,0.00,0.00,,0,1,0,0.01,0.00,0.00,0.00,0.00,,"20,000",1,"20,000",0.01,"20,200.00","20,000.00","11,305.19",297.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,REACT,Office material,REACT office material (per year),x,Pens,current,Financial,100%,6,5.78,5.78,1.0,7.1,gamma,16,0.360942249240122,1.4,5.78,,0,1,0,-0.03,0.00,0.00,0.00,0.00,,0,1,0,0.05,0.00,0.00,0.00,0.00,,500,1,500,-0.04,480.00,500.00,"2,874.20",75.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,REACT,Office material,REACT office material (per year),x,Notebooks,current,Financial,100%,17,17.33,17.33,1.0,16.9,gamma,16,1.08282674772036,4.3,17.33,,0,1,0,0.01,0.00,0.00,0.00,0.00,,0,1,0,-0.09,0.00,0.00,0.00,0.00,,100,1,100,-0.09,91.00,100.00,"1,724.52",45.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,REACT,Office material,REACT office material (per year),x,Stapplers and staples,current,Financial,100%,29,28.88,28.88,1.0,27.1,gamma,16,1.80471124620061,7.2,28.88,,0,1,0,-0.07,0.00,0.00,0.00,0.00,,0,1,0,0.09,0.00,0.00,0.00,0.00,,50,1,50,0.00,50.00,50.00,"1,437.10",37.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,REACT,Office material,REACT office material (per year),x,Scissors,current,Financial,100%,116,115.50,115.50,1.0,85.8,gamma,16,7.21884498480243,28.9,115.50,,0,1,0,0.09,0.00,0.00,0.00,0.00,,0,1,0,-0.02,0.00,0.00,0.00,0.00,,50,1,50,-0.04,48.00,50.00,"5,748.40",151.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,REACT,Office material,REACT office material (per year),x,Archive Folders,current,Financial,100%,69,69.30,69.30,1.0,59.6,gamma,16,4.33130699088146,17.3,69.30,,0,1,0,-0.10,0.00,0.00,0.00,0.00,,0,1,0,-0.03,0.00,0.00,0.00,0.00,,50,1,50,0.10,55.00,50.00,"3,449.04",90.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,REACT,Office material,REACT office material (per year),x,A4 Paper Blocks ,current,Financial,100%,462,462.01,462.01,1.0,635.8,gamma,16,28.8753799392097,115.5,462.01,,0,1,0,-0.03,0.00,0.00,0.00,0.00,,0,1,0,-0.07,0.00,0.00,0.00,0.00,,15,1,15,-0.03,14.55,15.00,"6,898.08",181.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,REACT,Office material,REACT office material (per year),x,Markers ,current,Financial,100%,12,11.55,11.55,1.0,9.9,gamma,16,0.721884498480243,2.9,11.55,,0,1,0,-0.08,0.00,0.00,0.00,0.00,,0,1,0,0.01,0.00,0.00,0.00,0.00,,20,1,20,0.01,20.20,20.00,229.94,6.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,REACT,Office material,REACT office material (per year),x,Bind Boards ,current,Financial,100%,58,57.75,57.75,1.0,89.7,gamma,16,3.60942249240122,14.4,57.75,,0,1,0,0.10,0.00,0.00,0.00,0.00,,0,1,0,0.02,0.00,0.00,0.00,0.00,,60,1,60,0.03,61.80,60.00,"3,449.04",90.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,REACT,Office material,REACT office material (per year),x,Finger Prick Sponges and Ink ,current,Financial,100%,1,1.00,1.00,1.0,0.8,gamma,16,0.0625,0.3,1.00,,0,1,0,-0.01,0.00,0.00,0.00,0.00,,0,1,0,0.08,0.00,0.00,0.00,0.00,,0,1,0,-0.09,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,REACT,Office material,REACT office material (per year),x,Tape ,current,Financial,100%,1,1.00,1.00,1.0,0.8,gamma,16,0.0625,0.3,1.00,,0,1,0,0.05,0.00,0.00,0.00,0.00,,0,1,0,0.05,0.00,0.00,0.00,0.00,,8,1,8,-0.07,7.44,8.00,7.96,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,REACT,Office material,REACT office material (per year),x,T-Shirts ,current,Financial,100%,107,106.84,106.84,1.0,89.2,gamma,16,6.67743161094225,26.7,106.84,,0,1,0,-0.05,0.00,0.00,0.00,0.00,,0,1,0,0.07,0.00,0.00,0.00,0.00,,150,1,150,-0.08,138.00,150.00,"15,951.82",419.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,REACT,Office material,REACT office material (per year),x,Caps,current,Financial,100%,49,49.09,49.09,1.0,46.8,gamma,16,3.06800911854103,12.3,49.09,,0,1,0,-0.09,0.00,0.00,0.00,0.00,,0,1,0,-0.07,0.00,0.00,0.00,0.00,,70,1,70,0.02,71.40,70.00,"3,420.30",90.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,REACT,Office material,REACT office material (per year),x,Backpacks,current,Financial,100%,549,548.63,548.63,1.0,486.6,gamma,16,34.2895136778116,137.2,548.63,,0,1,0,-0.05,0.00,0.00,0.00,0.00,,0,1,0,0.05,0.00,0.00,0.00,0.00,,60,1,60,0.03,61.80,60.00,"32,765.89",862.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,REACT,Office material,REACT office material (per year),x,Raincoats,current,Financial,100%,163,163.43,163.43,1.0,110.6,gamma,16,10.2146656534954,40.9,163.43,,0,1,0,0.03,0.00,0.00,0.00,0.00,,0,1,0,-0.06,0.00,0.00,0.00,0.00,,0,1,0,0.10,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,REACT,Office material,REACT office material (per year),x,Archive Plastic Boxes ,current,Financial,100%,116,115.50,115.50,1.0,104.1,gamma,16,7.21884498480243,28.9,115.50,,0,1,0,-0.09,0.00,0.00,0.00,0.00,,0,1,0,-0.05,0.00,0.00,0.00,0.00,,8,1,8,-0.01,7.92,8.00,919.74,24.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,REACT,Transport,4 cars an average of 40 km/day,x,Fuel (the unit cost already includes maintenance),current,Financial,100%,18,18.24,18.24,1.0,16.2,gamma,16,1.14,4.6,18.24,,0,1,0,0.04,0.00,0.00,0.00,0.00,,0,11,0,0.02,0.00,0.00,0.00,0.00,,"3,200",11,"35,200",-0.04,"3,072.00","35,200.00","639,082.56","16,817.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPI SURV,Personnel,,x,M&A ,current,Financial,100%,"70,463","70,463.00",1.00,1.0,1.2,gamma,16,0.0625,0.3,1.00,,1,13,13,0.10,1.10,13.00,13.00,0.34,,1,13,13,0.05,1.05,13.00,12.97,0.34,,1,13,13,-0.08,0.92,13.00,12.94,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPI SURV,Personnel,District supervisor from MISAU,x,Supervisor Distrital de DHIS2&RRS,current,Non-financial,100%,"5,400","5,400.00","5,400.00",1.0,"4,407.1",gamma,16,337.5,"1,350.0","5,400.00",,1,13,13,-0.08,0.92,13.00,"70,200.00","1,847.37",,1,13,13,0.07,1.07,13.00,"70,063.69","1,843.78",,1,13,13,-0.02,0.98,13.00,"69,875.77","1,838.84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPI SURV,Personnel,19 fieldworkers (7 in Magude and 2 and 1 in the other US),x,Field workers (REACT workers),current,Financial,20%,"10,974","10,974.00","10,974.00",1.0,"13,290.4",gamma,16,685.875,"2,743.5","10,974.00",,19,13,49,0.09,20.71,49.40,"542,115.60","14,266.20",,19,13,49,-0.01,18.81,49.40,"541,062.95","14,238.50",,19,13,49,0.05,19.95,49.40,"539,611.72","14,200.31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPI SURV,Personnel,"Health personnel already in the US which are paid a subsidy. Let's assume ""see criteria"" of their time goes on this. 9 in total (1 per health facility)",x,Focal point US (Digitadores de dados de DHIS2),current,Non-financial,80%,"2,500","2,500.00","2,500.00",1.0,"2,704.5",gamma,16,156.25,625.0,"2,500.00",,9,13,94,-0.06,8.46,93.60,"234,000.00","6,157.89",,9,13,94,0.09,9.81,93.60,"233,545.63","6,145.94",,9,13,94,-0.02,8.82,93.60,"232,919.22","6,129.45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPI SURV,Personnel,there are a total of 27 APEs in Magude. 80% time on surv,x,APEs,current,Non-financial,80%,"1,500","1,500.00","1,500.00",1.0,"1,521.2",gamma,16,93.75,375.0,"1,500.00",,27,13,281,-0.01,26.73,280.80,"421,200.00","11,084.21",,27,13,281,-0.04,25.92,280.80,"420,382.14","11,062.69",,27,13,281,0.03,27.81,280.80,"419,254.60","11,033.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPI SURV,Personnel,Data manager,x,IT specialist,current,Financial,100%,"63,699","63,699.00","63,699.00",1.0,"46,792.0",gamma,16,3981.1875,"15,924.8","63,699.00",,1,13,13,-0.04,0.96,13.00,"828,087.00","21,791.76",,1,13,13,-0.02,0.98,13.00,"826,479.06","21,749.45",,1,13,13,0.01,1.01,13.00,"824,262.30","21,691.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPI SURV,Equipment,DHIS2 servidor equipment,,Aircon installation,capital,Financial,100%,"200,000","200,000.00","200,000.00",8.0,"239,794.7",gamma,16,12500,"50,000.0","200,000.00",,0,1,0,0.10,0.00,0.00,0.00,0.00,,0,1,0,0.08,0.00,0.00,0.00,0.00,,0,1,0,-0.05,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPI SURV,Equipment,DHIS2 servidor equipment,,Generator,capital,Financial,100%,"390,000","390,000.00","390,000.00",8.0,"296,528.6",gamma,16,24375,"97,500.0","390,000.00",,0,1,0,-0.03,0.00,0.00,0.00,0.00,,0,1,0,-0.08,0.00,0.00,0.00,0.00,,0,1,0,-0.08,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPI SURV,Equipment,DHIS2 servidor equipment ,,Serviços hospedagem,capital,Financial,100%,"200,000","200,000.00","200,000.00",10.0,"259,037.2",gamma,16,12500,"50,000.0","200,000.00",,1,1,1,0.05,1.05,1.00,"20,000.00",526.32,,1,1,1,0.03,1.03,1.00,"19,961.17",525.29,,1,1,1,-0.05,0.95,1.00,"19,907.63",523.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPI SURV,Equipment,DHIS2 maint and operating cost,,DHIS2 servidor maintenance and operating cost,current,Financial,100%,"197,500","197,500.00","197,500.00",1.0,"203,487.7",gamma,16,12343.75,"49,375.0","197,500.00",,1,1,1,-0.04,0.96,1.00,"197,500.00","5,197.37",,1,1,1,-0.09,0.91,1.00,"197,116.50","5,187.28",,1,1,1,-0.05,0.95,1.00,"196,587.80","5,173.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPI SURV,Training and supervision,Training DHIS2,x,Treinamento para usuarios de DHIS2 ,current,Financial,100%,"70,000","70,000.00","70,000.00",1.0,"58,124.3",gamma,16,4375,"17,500.0","70,000.00",,2,1,2,0.09,2.18,2.00,"140,000.00","3,684.21",,2,1,2,0.01,2.02,2.00,"139,728.16","3,677.06",,2,1,2,0.05,2.10,2.00,"139,353.38","3,667.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPI SURV,Training and supervision,Training RRS,x,Treinamento para usuarios de RRS,current,Financial,100%,"70,000","70,000.00","70,000.00",1.0,"61,634.2",gamma,16,4375,"17,500.0","70,000.00",,2,1,2,-0.10,1.80,2.00,"140,000.00","3,684.21",,2,1,2,0.05,2.10,2.00,"139,728.16","3,677.06",,2,1,2,0.01,2.02,2.00,"139,353.38","3,667.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPI SURV,Training and supervision,Meeting,x,Reunioes semestrais  para analise e discussao de dados de DHIS2  na Provincia de Maputo,current,Financial,100%,"190,000","190,000.00","190,000.00",1.0,"218,479.6",gamma,16,11875,"47,500.0","190,000.00",,2,1,2,0.00,2.00,2.00,"380,000.00","10,000.00",,2,1,2,0.10,2.20,2.00,"379,262.14","9,980.58",,2,1,2,0.08,2.16,2.00,"378,244.89","9,953.81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPI SURV,Training and supervision,Supervision,x,Perdiem para Supervisao dos Tecnicos para DQA nas Us's,current,Financial,100%,"7,500","7,500.00","7,500.00",1.0,"6,670.9",gamma,16,468.75,"1,875.0","7,500.00",,2,11,22,-0.02,1.96,22.00,"165,000.00","4,342.11",,2,11,22,-0.02,1.96,22.00,"164,679.61","4,333.67",,2,11,22,-0.01,1.98,22.00,"164,237.91","4,322.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
